"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"QCLM45YY","journalArticle","1986","Vella, Michael W.","Pynchon, V., and the French Surrealists","Pynchon Notes","","","","","","1986","2024-06-19 22:49:25","2024-06-19 22:49:25","","29-38","","18-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CVLSVPZQ","journalArticle","2008","Vernon, Peter","It Is Just Not Cricket: Cricket as a Metaphor in Against the Day","G.R.A.A.T.: Groupe de recherches anglo-américaines","","","","","","2008","2024-06-19 22:49:25","2024-06-19 22:49:25","","65-77","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KPTXFLU2","journalArticle","1988","Vukmirovich, John","Porter's Flowering Judas and Pynchon's V.","Pynchon Notes","","","","","","1988","2024-06-19 22:49:25","2024-06-19 22:49:25","","71-73","","22-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6SQHHPA6","journalArticle","1974","Wagner, Linda W.","A Note on Oedipa the Roadrunner","Journal of Narrative Technique","","","","","","1974","2024-06-19 22:58:36","2024-06-19 22:58:36","","155-161","","2","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2IKLYMEJ","journalArticle","2000","Wallhead, Celia M.","Mason & Dixon: Pynchon's Bickering Heroes","Pynchon Notes","","","","","","2000","2024-06-19 22:58:36","2024-06-19 22:58:36","","178-199","","46-49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RTTDAZC4","journalArticle","1988","Ward, Dean A.","Information and the Imminent Death of Oedipa Maas","University of Hartford Studies in Literature","","","","","","1988","2024-06-19 22:58:36","2024-06-19 22:58:36","","24-37","","3","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E9YVQMZE","journalArticle","1986","Warren, James P.","Ritual Reluctance: The Poetics of Discontinuity in Gravity's Rainbow","Pynchon Notes","","","","","","1986","2024-06-19 22:58:36","2024-06-19 22:58:36","","55-65","","18-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CVQMNBUZ","journalArticle","1983","Watson, Robert N.","Who Bids for Tristero?: The Conversion of Pynchon's Oedipa Maas","Southern Humanities Review","","","","","","1983","2024-06-19 22:58:37","2024-06-19 22:58:37","","59-75","","1","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FJPE9WNT","journalArticle","1998","Weisenburger, Steven C.","Haunted History and Gravity's Rainbow","Pynchon Notes","","","","","","1998","2024-06-19 22:58:37","2024-06-19 22:58:37","","12-28","","42-43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EJBJHJUI","journalArticle","1992","Weisenburger, Steven C.","Hysteron Proteron in Gravity's Rainbow","Texas Studies in Literature and Language","","","","","","1992","2024-06-19 22:58:37","2024-06-19 22:58:37","","87-105","","1","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JKT2YVS7","journalArticle","2009","Weisenburger, Steven C.","In the Zone: Sovereignty and Bare Life in Gravity's Rainbow","Pynchon Notes","","","","","","2009","2024-06-19 22:58:37","2024-06-19 22:58:37","","100-113","","56-57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JSM8RPHU","journalArticle","1983","Weisenburger, Steven C.","Notes for Gravity's Rainbow","Pynchon Notes","","","","","","1983","2024-06-19 22:58:37","2024-06-19 22:58:37","","3-15","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B2FB7UH8","journalArticle","1988","Wellershoff, Dieter","Im Sog der Entropie: Thomas Pynchons Die Enden der Parabel","Merkur","","","","","","1988","2024-06-19 22:58:37","2024-06-19 22:58:37","","471-488","","6","42","","","","","","","","","","German","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BB3F5XMZ","journalArticle","1973","Weltner, Peter","Thomas Pynchon's Occult Plot","The Ohio Review","","","","","","1973","2024-06-19 22:58:37","2024-06-19 22:58:37","","106-109","","3","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G3SWJVCD","journalArticle","1980","Westervelt, Linda A.","'A Place Dependent on Ourselves': The Reader as System-Builder in Gravity's Rainbow","Texas Studies in Literature and Language","","","","","","1980","2024-06-19 22:58:37","2024-06-19 22:58:37","","69-90","","1","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C295QP77","journalArticle","1982","White, Allon","Pigs and Pierrots: The Politics of Transgression in Modern Fiction","Raritan","","","","","","1982","2024-06-19 22:58:37","2024-06-19 22:58:37","","51-70","","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22HF2T8B","journalArticle","1989","Wilcox, Rhonda","Vineland and Dobie Gillis","Pynchon Notes","","","","","","1989","2024-06-19 22:58:37","2024-06-19 22:58:37","","111-112","","24-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KVWSKNJN","journalArticle","1982","Wilson, Rawdon R.","Godgames and Labyrinths: The Logic of Entrapment","Mosaic: A Journal for the Comparative Study of Literature","","","","","","1982","2024-06-19 22:58:37","2024-06-19 22:58:37","","1-22","","4","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZSY99XGB","journalArticle","1979","Wilson, III, Raymond J.","Cozzens' Guard of Honor and Pynchon's Gravity's Rainbow","Notes on Contemporary Literature","","","","","","1979","2024-06-19 22:58:37","2024-06-19 22:59:01","","6-8","","5","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AP8USH3B","journalArticle","1977","Wilson, Robert R.","Spookin Oedipa: On Godgames","Canadian Review of Comparative Literature","","","","","","1977","2024-06-19 22:58:37","2024-06-19 22:58:37","","186-204","","2","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RRH4QBVN","journalArticle","1986","Winkler, Willi","Programm: Weltuntergang: Die frühen Erzählungen von Thomas Pynchon","Merkur","","","","","","1986","2024-06-19 22:58:37","2024-06-19 22:58:37","","337-339","","4","40","","","","","","","","","","German","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73RY4ZUN","journalArticle","1984","Winston, Matthew","A Comic Source of Gravity's Rainbow","Pynchon Notes","","","","","","1984","2024-06-19 22:58:37","2024-06-19 22:58:37","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EHD2SDQW","journalArticle","1976","Winston, Matthew","W Poszukiwaniu Pynchona","Literature Na Swiecie","","","","","","1976","2024-06-19 22:58:37","2024-06-19 22:58:37","","94-105","","62","6","","","","","","","","","","Polish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54365E3U","journalArticle","1974","Wolfe, Peter","Review of Gravity's Rainbow","Studies in the Twentieth Century","","","","","","1974","2024-06-19 22:58:37","2024-06-19 22:58:37","","125-128","","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AF956HNP","journalArticle","1998","Wood, Michael","Pynchon's Mason & Dixon","Raritan","","","","","","1998","2024-06-19 22:58:37","2024-06-19 22:58:37","","120-130","","4","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6MI37RZ9","journalArticle","1983","Woodward, Kathleen","Cybernetic Modeling in Recent American Writing: A Critique","North Dakota Quarterly","","","","","","1983","2024-06-19 22:58:37","2024-06-19 22:58:37","","57-73","","1","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X4T4Q62F","journalArticle","1983","Workman, Mark E.","Gravity's Rainbow: A Folkloristic Reading","Pynchon Notes","","","","","","1983","2024-06-19 22:58:37","2024-06-19 22:58:37","","16-25","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GQV9P56S","journalArticle","1980","Zamora, Lois P.","The Entropic End: Science and Eschatology in the Works of Thomas Pynchon","Science/Technology and the Humanities","","","","","","1980","2024-06-19 22:58:37","2024-06-19 22:58:37","","35-43","","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LLFD7EZR","journalArticle","1986","Zencey, Eric","Some Brief Speculations on the Popularity of Entropy as Metaphor","The North American Review","","","","","","1986","2024-06-19 22:58:37","2024-06-19 22:58:37","","7-10","","3","271","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W33BHWJJ","journalArticle","1996","Zverev, A. M.","Enigma","Inostrannaya Literatura","","","","","","1996","2024-06-19 22:58:37","2024-08-24 20:30:56","","209-213","","","","","","","","","","","","","Russian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MBI3SI4N","journalArticle","1979","Zverev, A. M.","SSHA: Itogi Goda - Moralnoe Porazhenie","Inostrannaya Literatura","","","","","","1979","2024-06-19 22:58:37","2024-06-19 22:58:37","","209-214","","","5","","","","","","","","","","Russian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
